business_id_1,business_id_2,similarity
5UNsySfBLt1zf7iCurXXBA,D8whLHsJ2f_tM3Y2lJgMOg,0.5
5_5AT_uw_akxMIu_8LLhew,AI-LZ6BgPgChSpRGoVJW2w,0.5
5_5AT_uw_akxMIu_8LLhew,NUGa_UvqPCmq7G2Qm-AByQ,0.5
5_5AT_uw_akxMIu_8LLhew,yFKNTMyCQZ92M91A_yavhw,0.5
5lD49ZF32TF55-msaKPjEg,BEWCJ_RCjV09UXZNrOLCpw,0.5
5m_xSthxwPoR-XvJvtTeNQ,Lycld8xZmrgbRJD4qDxgGA,0.5
5s_f9DAynHW9rSwfOXfUWA,6pfBjZNfddxaF_Gop9Es0Q,0.5
5s_f9DAynHW9rSwfOXfUWA,xEPqWQlc77wzroKW5EbfGA,0.5
5uvf3QpmrdU2aiqmF4278A,SUgldud8wiwCg5tkULepBQ,0.5
6--bnN_gTtztYNetz3xrrQ,8fR3XpJnMQDGopj0_mlsYA,0.5
640Up5vPJ8xUE4Nmci6yXw,Y4aFR2VSgSz07idEJEX3yg,0.5
68HNLNwMfXu1NuL_2E4N7A,a9KUNRphQVLeCsC3RAEQPA,0.5
69TTOqH18qztsroIii4e6A,jv4SEJUQ44WHrxuUK8bWeg,0.5
69snoDreEoaYtlwOQUzSbg,nFwhNevX1CuFp04Qlcpl6g,0.5
6B2z54cn3Ak38UCiPq0luA,QbOX7RjK_LUcvruRgbXlsg,1.0
6B2z54cn3Ak38UCiPq0luA,e9gaoUQEws5tmQROZodZMg,0.5
6B2z54cn3Ak38UCiPq0luA,pif8Io-Jn2veckVGzkEyJw,0.5
6KCv5NSfBI159wW4QT0Y0w,egLgkvwupLaUXhwnWnvp7A,0.5
6KCv5NSfBI159wW4QT0Y0w,xswOBJzAg4MtfDjbYWjx1A,0.5
6PpQuIy1N8bhjSfvy3rnRA,QeyLKrpD_F_D5QlPb9MrdQ,1.0
6PpQuIy1N8bhjSfvy3rnRA,obUj6W57aPeGoiIYuayrCQ,0.5
6QKauV9Qt9VgX38-R7Q--g,8D2R7acumiJgJXJ5NMF4GA,0.5
6QKauV9Qt9VgX38-R7Q--g,CAOnmH06liJa74jkK-uZ3A,0.5
6QKauV9Qt9VgX38-R7Q--g,oRmCI0p2mvlrGwilJloFTQ,0.5
6kcjOA5J8NFgkx7DsrKghg,NDxLVsaoxl7l0qUy5eCN6g,0.5
6sCdVRtmhJgNqKh9Vx6JXw,WvkxYyA1fXDPDyqIVn8zBQ,0.5
6sCdVRtmhJgNqKh9Vx6JXw,uyFQv-D-E5JfNIu3_xOVww,0.5
6wc9X5L4kOXV2vm0ptlbSQ,Xdagpu9Jz65fBmOSjjOJjA,0.5
6zup5PwUm8dHlp0s2qxAbg,uQdk6xm0TE4qji48yysRDA,0.5
744U45t4T97Q-0wqrsmKog,Qa3CAciWwIUXM-KzwTv4Wg,0.5
74PuNP7egqbaloqDecGsrA,cfMqHwJc4qgdIL6oew9EJQ,0.5
7Dwo13ZxVBKkBuRhYEBMiw,CuyHam2xMGNrGjaToZjcig,0.5
7FFlMoNoIW5W3KgCYqknmQ,Jo5G_-AN2S1Qv6ngeF79aw,0.5
7LLU_dpe7iN97nJzYmTvjQ,COqLTo3bb1fuMIg2_fA6Fw,0.5
7LLU_dpe7iN97nJzYmTvjQ,G59Wxm8eicbgOBxdZhxhVQ,1.0
7LLU_dpe7iN97nJzYmTvjQ,i95z3PicJ4p_oAYXBioznA,1.0
7MltaA4C_wYJ72JHCOS4zQ,NbJLcLffxFvYTD7MfgCXOg,0.5
7PO_nPxbCMDsUty_u-C-9w,M6-HvE8lj4tJgiJ6xO8Vhw,0.5
7dtzpuYYpZeg-kJj3yTcUQ,HlYzk84INQaNslFT-lyBFw,0.75
7fd6f-fSS9pJrJ4eE1oY7w,fyClLpkq6opjXiWMJoLfFw,0.5
7h5JUE9bimZduqjzFQF2uQ,ySbmtuU0n0JwDODicz6Dww,0.5
7jKDOB9b_nijq0-djwyUTw,oYV7mtazpc8LDGMWmbU1Jw,0.5
7rf7j0WPx7kYZj5GAXKS3g,9sDuZJ5eMwS8Xdm9wLNIOg,0.5
7rf7j0WPx7kYZj5GAXKS3g,n_EUCiFdOmS0tnld-doN2g,0.5
7s39xlfRI4AJqOkjexPRMA,aq5t70LUvN3KdUdYzdhd2Q,1.0
7siEeRGqAJ730IkwAtcWAQ,pKUFmHLUn1bBVKeEOePgRQ,0.5
7wJmtqPXXfK3NB_E8oOUGg,_HhZV5S7sypfcE2AcEkL4w,0.5
7wJmtqPXXfK3NB_E8oOUGg,q5O7SDxC6GpThfEdOYKw4A,0.5
7wJmtqPXXfK3NB_E8oOUGg,ysq_dA5tsPs3EYGMAL7pTQ,0.5
7xDPzeWjMnUsGFMRmmNwBA,GxbUl5s9IOS01-bV0yT7qQ,1.0
85VsT6NwmbnN1zd_U47TzA,uAqXhs9p2la0tKgGyTk-0Q,0.5
85kGE-lS_psgvf-8wQffsA,msetABs9DxGFYjEi3gYSCA,0.5
88Mq2edCXyXRtjmY_Vkarg,uLdJrH2rJwULKLopi0XH4Q,0.6666666666666666
8D2R7acumiJgJXJ5NMF4GA,CAOnmH06liJa74jkK-uZ3A,1.0
8D2R7acumiJgJXJ5NMF4GA,GoYN0XMH_ETxzMlD6NPczQ,0.5
8D2R7acumiJgJXJ5NMF4GA,oRmCI0p2mvlrGwilJloFTQ,1.0
8D2R7acumiJgJXJ5NMF4GA,rE7v_faHw6HLEgGL3YlAxw,0.5
8RYxXVeYvXpfFmBTcqbY4g,OqF8enx9gNcgWgdODPYDLg,0.5
8TBDAWJCxI9O4S5ik0W3GA,fiinXBUEam4Sxdt1ZV2KVA,0.5
8dBeoh0UMEzen3jHgFqWTA,YLPw8hMpxJufA28_0JN5vA,0.5
8hkRhWdnSWQswxHHQb5x9g,OF7CLTVXD5zvsi7TZ7gU0Q,0.6666666666666666
8hkRhWdnSWQswxHHQb5x9g,_HhZV5S7sypfcE2AcEkL4w,0.5
8hkRhWdnSWQswxHHQb5x9g,q5O7SDxC6GpThfEdOYKw4A,0.5
8m1HM54_hE6UcQcxWTWMaA,INzI3zEScyAWujsCqyIXoQ,0.5
8m1HM54_hE6UcQcxWTWMaA,O55zKGI1Ut2yKNSM9GULVA,0.5
8m1HM54_hE6UcQcxWTWMaA,kb0pDbcLA3-Ev1HraB7_-A,0.5
8v66rFpXa87u2jRGOn8ZfA,ZKvbVqYc2OsqXSlYlNsBGA,0.5
8v66rFpXa87u2jRGOn8ZfA,pFPryJ4XEzuiBnaUu5LINg,1.0
9-eAUaJMBhsO2uRt5sgGdw,ZL6BK8wweb-8ncJ7kFIG-A,0.5
9BQGpsIRhs9cRHuGh9xuJw,l_kfIryIyF_hcQsVxtmGMA,0.6
9SJ5sTileHeLXVMJrQiEDQ,OyBStpjF5e_iRCMXflFasQ,0.5
9V4AGrJphOIw2RC1UoPPRw,SvxSoyZn0WW0c7bFLIYfMA,1.0
9eFrFvgUag_jw3mTr1Oksw,zxzG2WLlxcxGyTmGtL5Bsw,0.5
9eXubYXgL7Chi4ZLuBBOKQ,D8whLHsJ2f_tM3Y2lJgMOg,0.5
9sDuZJ5eMwS8Xdm9wLNIOg,ujNMgbk7n6Z0dtCxZkJgHQ,0.5
AC69u-cjLnkLe6SB7vv9SQ,gvXwV7bGB_qWuHS05x1FAg,0.5
AC69u-cjLnkLe6SB7vv9SQ,q0Zmv8G9KpfgFWLiqNeFpg,0.5
AC69u-cjLnkLe6SB7vv9SQ,zRth6wH1D21hrpUdCc9Vkw,0.5
AFaUDCTQ8LC33Nfmb_KWhg,_PKa6Dj06Q2AHKGkpJ7GnA,0.5
APTiouqg0vmMznY_UoJ6MA,Hooe-5-Drf63HI9Pj6dA5w,0.5
APTiouqg0vmMznY_UoJ6MA,bp5HXaxxXW672PNEjR1T_Q,0.5
AXb5gCwqHl-_v6ZIMb1mXQ,p4db4wsINzJmV3ZbCZZoVA,0.5
Ah4i15g8Ow_zphzcpulTxQ,aANR9KZfeCMVF6kMls58Sw,0.5
Aru8Cpu9YKvQzZcbgs7rjQ,ozn76OaW1HA5mJDgQLg1cA,1.0
B7UeQVtXDcH8EXTc8p_M1Q,BLGo7Hnn6080YJHJAtifOw,0.6666666666666666
B9dxWJG-8Sp2hbGl8QjUOw,p6zSxr2nnRzJJ93LthQftg,1.0
BEWCJ_RCjV09UXZNrOLCpw,_ZZoIQJHT6NwhdrYotoOag,0.5
BLGo7Hnn6080YJHJAtifOw,REamBh8h57vu2NDtUNq8EQ,0.5
BV5aiE5jxaUyCbiYpUEF_w,IOxRbnv2YnLtErYY3TrU3A,0.5
BV5aiE5jxaUyCbiYpUEF_w,UirWbEXBYqw9cE63Ph-Png,0.5
BV5aiE5jxaUyCbiYpUEF_w,WEs9MN1M6tixwEz844jCUw,1.0
BV5aiE5jxaUyCbiYpUEF_w,hEtb2D81MtRfKuAd1FdV6w,0.5
BV5aiE5jxaUyCbiYpUEF_w,j6MtKpKdqZC2wXnQetGBIQ,1.0
BkFO_ynqOVeLQHuye_9Fbg,T7o7Q_WqKDkH5_FjjgMxqw,0.5
BkqM_Ou82P3gn_PTxEN3pw,hMgIF04rrJ7oB1lGIpFt5w,0.5
Bmv3nHS2nfjzhkDQMsLAWQ,m9eF1rD6Cnwn69z45_cBLA,0.5
C-JdFdmF130R53GOJRX3Zg,Lm_Oqcg0t04ok7upUSO27A,0.5
C-JdFdmF130R53GOJRX3Zg,N-U0o7hIKy3Z6KY_O4RuPg,0.5
C-JdFdmF130R53GOJRX3Zg,vgVQFufjuqDaHj19ntOiFw,1.0
CAOnmH06liJa74jkK-uZ3A,GoYN0XMH_ETxzMlD6NPczQ,0.5
CAOnmH06liJa74jkK-uZ3A,oRmCI0p2mvlrGwilJloFTQ,1.0
CAOnmH06liJa74jkK-uZ3A,rE7v_faHw6HLEgGL3YlAxw,0.5
CGRWBy7aVNEdEW5Hv11QjQ,tgB4e09PdFwkMQpP29hZDA,0.5
CHFw_V836nIKpWtqMP4E5g,ky4AyA_y6gx20tf95mZxSA,0.5
CKqHfvcqx73-Uz0xGMHL6Q,u7jiuYiz-zVwsh0TGRHUIg,1.0
COqLTo3bb1fuMIg2_fA6Fw,G59Wxm8eicbgOBxdZhxhVQ,0.5
COqLTo3bb1fuMIg2_fA6Fw,i95z3PicJ4p_oAYXBioznA,0.5
CSn2-XpArLLYeZ_k2BKzrg,CrIWqmuO2uQWwl3z11K_BA,0.5
CWh5Jvne98_jz0GO7hbzHw,_cPKhspnmpEEVXYKO3l-Sg,0.5
CaDTCay6IFMGsQ1dVJaw8A,mr5Ds305PzhExis8MZgziw,0.5
CgF0aw5JgUnpn4BrieN5QA,vt7iOHC_O7NO5-88P7SXcw,0.5
CpqlSQEt7eLl8GVmGMlXLA,V57p_HiFzTokk_7nRO4weA,0.5
CpqlSQEt7eLl8GVmGMlXLA,rPeHN1B8FyYzI7GzVFam3w,0.5
CpqlSQEt7eLl8GVmGMlXLA,ugIDAeQPfKs9GVBaPUSBkA,0.5
CrIWqmuO2uQWwl3z11K_BA,pCer-vIZM05p423MFmiSng,0.5
CrTbzS1sdzgnBlJU6fYKpw,XNqfEq_CVYltOfg4aUMQrw,0.5
CrTbzS1sdzgnBlJU6fYKpw,i-LDatuEXFN3EDZK1sgllQ,0.5
CuyHam2xMGNrGjaToZjcig,PNRSuNZyLLEo1gmHtb0CXA,0.5
D47sxEtW7DZHfUnWKrjRsg,L5dX210yl63PNOfZJHgUEg,0.5
D47sxEtW7DZHfUnWKrjRsg,U4PakuOi1_IvOHzimI39bA,0.5
D8qUkxB9IpT8IhnZV23auQ,uDKO9NRkk8ThjyLdlakVZQ,0.5
D8whLHsJ2f_tM3Y2lJgMOg,cC9wi58GkVqWDHhc0rYxeQ,0.5
D8ztK8n4L0_6cAslAPFYTg,KAgQ0bua30vuMZUmRHWcKQ,0.5
D8ztK8n4L0_6cAslAPFYTg,ewzwgSuA0_6um2q9U-iQvA,0.5
D8ztK8n4L0_6cAslAPFYTg,vgaA8bqGtd2uYj3KuWC9yw,0.5
DBnLtge5LRkLzVqJFspfMQ,ymyEH_7lZV1ytVsSUGcsag,0.5
DIR0hMsAW16GPVqYzb9ibg,hcBPTka0KJy-AIui5zIN0Q,0.5
DMuWz0vIXHKhB-4Un8Gysg,E8kRMoIZd8NrpZd57b2JmQ,0.5
DPQ7ZE5788qyir6_uNgZeg,IQX3xhULWqk16a-vU1ViLA,1.0
DPpi9r4FGuR6WfeqQKL4Nw,OFaMjL9nLF-A51KHNW8nfg,0.6666666666666666
DajZcGEZCJXoIPu_4vQnBQ,MtHG_yRGu4JYGA6GOVMZvg,1.0
DajZcGEZCJXoIPu_4vQnBQ,cTPQYGWHhR0v-t5fKU_mWg,1.0
DajZcGEZCJXoIPu_4vQnBQ,kTvZKyQ28vWeYVKAyq5XyA,1.0
DwJlGxAJvohbDR_5jV-ERA,K1Y1cQT6KuWOfAoDbDIh_g,0.5
DwJlGxAJvohbDR_5jV-ERA,Pktuj7R2lsTymGj0nNL5fA,0.5
DwSFTVUZX0xIE6T54yp2JQ,N92Pbr2ygKDLkjmr-4BAPw,0.5
E0TvZb8Nkn1vmRMkN0jMDA,eZ41W1WJROG29EZDq5N2Zg,0.5
E2hSxPmu4V1POrN676y_Qg,NdQzxU4hHk25mUoltnw4wg,1.0
E2hSxPmu4V1POrN676y_Qg,Wj-73Uu3U79CGK_H_kyAsg,1.0
E6BUlDkXuBtX-5CoWWtw6A,hf2oiNqYYWoF2-iNYSnOMg,0.5
E6BUlDkXuBtX-5CoWWtw6A,odYVVzTk1OGRMtp7P0n7zQ,1.0
E8kRMoIZd8NrpZd57b2JmQ,yrC2AxuY3wXNodbuClLRGg,0.5
EAFuhvRxoAhYARuiXCsUSw,rPshoySU7Xfafoi3S0KDfg,1.0
ELxiPon1qYylk1TUdidpJA,XHdlhg3GyMMY9qS3brmmgQ,0.5
ESZM2J7WJST2f6_NjII43g,EodJxsEW5prSRB1hju5KoQ,0.5
EUtPSmcxmdhX7eGpi1T-dA,aviDjlixlwW2FnK8V1dEnQ,1.0
EUtPSmcxmdhX7eGpi1T-dA,pOAj4Yg5siEGTwxvlYccLw,1.0
EfmMnFXJnJe9Mfbl49qn7Q,hzAOz6E9gpQf6i6ciHmIPw,0.5
Ej0sTcCOsvjsamtvdeGlOA,JpBNnAZE3DDQHMp2mEC1Kw,1.0
EsE8KTPqAJ2MjJdmuAifRw,q5WWnhtprzfpHPYt1RVxHQ,0.5
F80J7YybxcmwHpPkbEsd-g,dN7QHtYsN8n77z-r9zjzsA,0.5
F8ZTmT9pGiSF2jx9FZDjdQ,FyfXTZpQPewhgI7zU5pVtA,0.5
F8ZTmT9pGiSF2jx9FZDjdQ,Shga7lyRNRFQWoFqTPUQCw,0.5
F91geKdV8XsF9Cze8Zm8yg,hvridAom9cjx4mfFYasVrA,0.5
FFy9dIwiajcxA3gaDn6AeA,xm7-97_FjTOChQPUr0AfVA,0.5
FGRw7knltfK9q4Z6_hev6w,XikzLI3Zm02WR9a2xO5C-w,0.5
FGRw7knltfK9q4Z6_hev6w,ow9r_DRGqgpiNUr4SXBHrw,0.5
FUJGBwxflIoKiCRK1AdTgA,RWwvuTbnf3DleUSiFbUscg,0.5
FVLveNsa_rpmJbv5k8onfw,sYQ5wGRg4gX2iWv6swG6Ng,0.5
FdAFfmeqaaY-1463SyTwGQ,zuu87Wx0Sv2KCUzY_wGSKQ,0.5
FlSz_R7LkZE-eqNDuQ_CjQ,W0WzUvhJpldw17kDtCQk-g,0.5
FndkIvEO5vjb0s8cRpzsKg,QS7_BPmaBNvznOMhcVBemg,0.5
FndkIvEO5vjb0s8cRpzsKg,tzLBPCVz6uB7vWgDTU6Ujw,1.0
FvJtjO5nuIy5erGbkJpJXw,TsCq0UqOrKJ_ZJx7KKwKkA,0.5
FyfXTZpQPewhgI7zU5pVtA,JI88Hdn6TM6rpYIUEk_xwA,0.5
FyfXTZpQPewhgI7zU5pVtA,Shga7lyRNRFQWoFqTPUQCw,1.0
FysNvkBMtHaJAwnarboMNQ,Lycld8xZmrgbRJD4qDxgGA,0.5
FzzKlIzJSagomPPisoKS5w,j8DRGteeJ6iBy918RWiEog,0.5
G4-SMaqwXp1tkKuZfO5lAw,_GQtY4e4mwQlm-f3DwCIDw,0.5
G4-SMaqwXp1tkKuZfO5lAw,bKkg_SW-lWU2XDNVodksOg,1.0
G59Wxm8eicbgOBxdZhxhVQ,i95z3PicJ4p_oAYXBioznA,1.0
GTB4esadYFFyLTJX9OqNdw,qaJ-HewyVAQCQ8C_KveZ4g,0.5
Gf40Ghm5UXOPjyeURX7s8g,hntnEJN_wGWG7KQjZ4aVLQ,0.5
GhAIjlGY4_iAIwST9Ox-RA,zA29jzbo8kNy9eGgseh0Hg,1.0
GhTh08iHJGMgkXBqiAHKcA,mKHGo9_iNGl3vA4IwsqQ2g,0.5
GkfO4Lc1osCKItP4lWaVzg,nbNbf1SWM4JYSQnM-Z8ZLQ,0.5
GoYN0XMH_ETxzMlD6NPczQ,oRmCI0p2mvlrGwilJloFTQ,0.5
GxBcnU3ONa9htY5gPd72BQ,y3FiZeYWQ9umQpmbhKqFOA,0.5
H9yu7m92Ajdamb5yflozWA,L75ccfS0XRtIRA4399U8Pg,0.5
HONwpNQ2fmwMTOIZu0VI1A,TG6m1XuLFgbYRGo-4CD9Hg,0.5
HTtzkGwQ1jPP2m4os-mAyA,tpGXuR5HYhzpCYtzqkxGCA,0.5
HUMdEqtlPF70AqyZmiyAhA,Qzp0PWFF51Yj_cXE5fepmA,0.5
HW8iARU2n2wOkezDWKit_Q,hFay_o8K1YfqFiMFoSPv5Q,0.5
HYm_XUwKk_s-gCC0kdERDA,vEsAPc0fEDP1YPeSQanxfQ,0.5
H_-rsHirupzU4ujVm9UxsQ,uQ4fU_S72jTAN-TglNF8QA,1.0
